price,area,bedrooms,bathrooms,stories,mainroad,guestroom,basement,hotwaterheating,airconditioning,parking,prefarea,furnishingstatus
13701769,2636,3,4,4,yes,yes,no,yes,no,3,yes,unfurnished
7185632,4549,3,1,4,no,yes,yes,yes,no,0,yes,semi-furnished
13768451,5111,3,1,1,no,no,no,yes,yes,2,yes,semi-furnished
6609156,13190,1,2,3,no,no,yes,no,no,0,no,unfurnished
5500891,13068,4,2,3,yes,yes,no,yes,yes,1,no,furnished
6746405,2320,2,3,1,yes,no,no,yes,yes,2,yes,furnished
12179505,8310,1,1,3,no,yes,yes,no,yes,2,no,furnished
7437612,8988,5,4,2,no,no,no,no,yes,2,no,furnished
10192028,15023,2,4,2,no,yes,no,yes,no,3,yes,semi-furnished
4654100,10603,2,3,3,no,no,yes,yes,yes,3,no,unfurnished
9297637,4346,4,4,4,yes,no,yes,no,yes,1,no,semi-furnished
8287341,16701,5,1,2,no,no,no,no,no,3,yes,furnished
8091749,16433,2,1,4,yes,no,yes,no,yes,3,yes,unfurnished
8740042,14183,3,1,4,no,no,no,no,yes,1,no,unfurnished
13331486,14233,4,3,3,no,no,no,no,yes,3,yes,unfurnished
8588661,3223,3,4,4,yes,no,yes,no,no,2,yes,semi-furnished
4073557,15208,5,1,3,no,yes,no,no,no,2,yes,furnished
8283530,6955,1,1,2,no,no,yes,yes,no,3,no,unfurnished
13855392,2277,5,3,1,no,no,yes,no,yes,3,no,furnished
5777294,2093,2,2,4,no,yes,yes,no,no,2,yes,semi-furnished
9410764,10185,1,2,4,no,no,yes,no,no,1,yes,semi-furnished
4731269,3850,5,4,1,no,yes,no,no,yes,0,yes,semi-furnished
4942898,8762,4,2,4,no,yes,no,no,yes,3,no,furnished
10617511,3982,2,2,1,no,yes,no,no,no,1,no,semi-furnished
5070423,14945,3,2,1,no,yes,no,yes,no,3,no,furnished
6694200,14432,2,3,4,no,yes,yes,no,no,3,no,semi-furnished
4131457,7604,1,2,3,yes,yes,yes,no,yes,2,yes,furnished
7265047,8653,1,1,4,no,yes,no,yes,no,3,no,semi-furnished
6214171,14734,5,4,3,no,no,yes,yes,yes,2,no,unfurnished
8768060,4172,4,3,4,no,no,no,yes,no,3,no,unfurnished
13199394,8091,2,3,3,no,yes,no,no,no,1,no,furnished
12577268,10321,5,1,4,yes,yes,no,no,no,2,no,unfurnished
4829482,9941,2,1,4,yes,yes,no,no,no,1,no,furnished
8354737,4909,4,1,1,no,yes,no,no,no,0,no,semi-furnished
12678002,4062,5,1,1,no,yes,no,no,yes,0,no,unfurnished
8844091,5723,3,1,2,no,yes,no,yes,yes,2,no,semi-furnished
7591658,10739,4,2,2,no,yes,yes,yes,yes,0,no,furnished
12705375,12940,1,3,2,no,no,no,yes,no,2,no,unfurnished
9547680,10220,3,4,4,yes,yes,yes,yes,yes,3,no,unfurnished
8091290,2750,1,1,2,no,yes,yes,no,yes,0,no,unfurnished
7619800,9930,1,1,3,yes,no,yes,yes,yes,3,no,semi-furnished
8805200,7246,1,2,3,yes,no,yes,no,no,0,yes,unfurnished
13474516,13162,2,4,1,yes,yes,no,yes,no,1,yes,unfurnished
9282381,16441,1,4,3,no,no,yes,yes,no,1,no,semi-furnished
13204875,11736,1,3,1,no,yes,no,no,no,3,yes,furnished
5639030,5557,3,3,2,no,no,no,no,yes,1,no,semi-furnished
7507432,6511,3,1,3,no,yes,yes,no,yes,0,no,semi-furnished
6237409,6559,5,2,4,no,no,yes,no,yes,3,yes,unfurnished
12959641,14023,4,1,1,yes,no,yes,yes,no,3,no,furnished
5213748,9070,5,1,2,no,yes,no,no,yes,3,yes,semi-furnished
4949864,8537,5,1,2,no,no,yes,no,no,0,no,unfurnished
8653206,12759,2,4,1,yes,yes,no,yes,no,0,no,unfurnished
10421584,10861,4,3,3,yes,yes,no,no,no,3,yes,furnished
5689116,11365,1,2,4,no,yes,yes,yes,yes,3,yes,unfurnished
4692100,2484,2,2,4,yes,yes,yes,no,yes,1,no,semi-furnished
5563360,16948,1,1,4,yes,no,no,no,no,2,no,unfurnished
7149916,14456,2,3,1,yes,yes,no,yes,no,3,yes,furnished
4609636,14029,5,4,1,no,no,yes,no,no,1,no,furnished
7491635,6873,3,4,1,yes,no,no,no,no,0,no,unfurnished
4909259,13175,2,2,1,no,yes,no,yes,yes,3,no,semi-furnished
13451481,8417,5,4,2,yes,yes,no,no,yes,1,no,semi-furnished
11233935,6955,2,4,1,yes,yes,no,no,yes,3,no,furnished
5332716,4954,3,3,3,yes,no,yes,no,yes,2,yes,unfurnished
11782965,15495,1,4,4,no,yes,no,no,no,2,no,semi-furnished
4783385,13632,3,4,4,yes,yes,yes,no,yes,3,no,semi-furnished
5831231,2216,2,4,1,no,yes,yes,yes,yes,2,yes,furnished
10796689,7364,1,1,4,no,no,yes,no,no,2,yes,unfurnished
7958745,15188,3,2,2,yes,no,yes,yes,no,2,no,unfurnished
6559873,9895,2,4,2,no,no,no,no,no,0,yes,semi-furnished
7929294,16073,5,1,4,no,no,yes,yes,no,0,yes,unfurnished
12306636,3455,1,2,3,yes,yes,no,no,yes,1,yes,furnished
8350319,15942,4,1,1,no,no,yes,no,yes,2,yes,semi-furnished
8874389,13004,1,1,1,no,yes,no,yes,no,0,yes,furnished
7761694,5975,5,1,4,no,no,no,yes,no,2,no,furnished
8727885,2253,1,2,3,yes,no,yes,yes,yes,0,no,unfurnished
12124273,8639,2,3,1,no,no,no,yes,yes,2,yes,unfurnished
13447353,3175,4,4,2,yes,yes,no,no,yes,1,yes,furnished
5279729,2222,4,4,1,yes,yes,no,yes,yes,3,yes,unfurnished
13439021,14583,4,2,3,yes,yes,yes,yes,no,3,yes,semi-furnished
12259910,7147,3,1,1,no,yes,no,no,no,1,yes,unfurnished
7352836,11543,2,2,1,no,yes,yes,yes,yes,0,no,semi-furnished
13021911,4675,4,3,2,yes,yes,yes,yes,yes,1,no,unfurnished
12227889,15973,3,1,3,no,yes,yes,no,yes,3,no,semi-furnished
8833889,4686,5,1,3,yes,yes,no,no,no,3,yes,unfurnished
7121587,6730,5,3,1,yes,yes,no,yes,no,3,no,semi-furnished
12308277,10568,2,1,3,yes,yes,yes,yes,yes,0,no,semi-furnished
6881576,7029,3,4,4,yes,yes,no,yes,no,3,no,furnished
13614116,4383,4,2,4,yes,no,no,no,no,2,yes,semi-furnished
13134395,14723,4,4,2,yes,no,no,yes,yes,0,no,unfurnished
8132048,5991,5,3,1,no,no,yes,no,yes,0,no,unfurnished
12672376,11248,4,1,2,no,yes,yes,yes,no,2,yes,semi-furnished
8383126,12574,1,1,4,no,yes,no,yes,yes,0,yes,unfurnished
6134129,15215,2,3,4,yes,no,no,no,yes,1,yes,furnished
12970562,4869,1,3,1,yes,no,yes,no,no,3,no,unfurnished
5669835,7154,2,4,2,yes,yes,no,yes,yes,1,yes,furnished
5180186,10555,3,2,2,yes,yes,no,yes,no,0,yes,semi-furnished
11782393,4612,4,3,4,yes,no,yes,yes,no,0,no,furnished
9574066,8774,1,1,2,no,no,no,no,yes,0,yes,semi-furnished
13358031,16577,3,2,1,yes,yes,yes,no,no,2,no,unfurnished
13069354,2864,3,3,1,no,yes,yes,no,no,3,no,unfurnished
10146904,5761,5,2,3,no,no,no,yes,no,1,yes,unfurnished
8145751,3539,4,2,2,yes,yes,yes,no,no,3,no,unfurnished
11641062,4977,5,3,4,yes,yes,no,yes,no,1,yes,furnished
9512809,14943,2,1,4,no,no,yes,no,no,0,no,unfurnished
6491235,5369,3,4,4,no,no,yes,no,yes,3,no,semi-furnished
5973078,11933,5,2,1,no,no,yes,yes,no,0,yes,furnished
12369434,14766,1,1,4,yes,yes,no,yes,yes,0,no,furnished
10905221,10379,5,2,4,no,no,yes,no,yes,1,no,furnished
13487856,14003,2,4,2,no,no,yes,no,yes,0,no,unfurnished
6043283,7852,3,3,2,yes,yes,yes,yes,yes,1,no,unfurnished
8585922,6394,4,4,1,yes,no,yes,no,yes,0,no,semi-furnished
9895662,4985,2,2,4,no,no,yes,yes,no,3,yes,furnished
13623575,3641,5,2,1,yes,yes,no,no,no,2,yes,furnished
8978495,4179,3,2,4,no,yes,yes,yes,no,2,no,unfurnished
13804980,4383,3,1,3,no,yes,no,yes,no,1,no,furnished
8874245,11125,1,1,1,yes,yes,yes,no,no,1,no,furnished
6793965,11257,2,1,3,yes,no,no,no,yes,2,no,semi-furnished
8914293,8810,1,2,1,no,yes,no,no,no,3,yes,furnished
13304354,15622,1,2,3,yes,no,yes,yes,yes,0,yes,furnished
5875488,8589,1,2,3,no,no,yes,no,no,0,yes,unfurnished
4982700,2692,1,2,4,yes,no,yes,yes,no,2,no,unfurnished
10101644,16906,1,4,3,yes,yes,no,no,no,1,yes,semi-furnished
7315082,7125,1,1,3,yes,no,yes,yes,yes,3,yes,furnished
9790913,8667,1,1,1,yes,no,no,yes,no,0,yes,furnished
4832060,11125,4,4,4,yes,yes,no,yes,yes,0,no,semi-furnished
13977451,5561,3,3,4,no,no,yes,yes,no,2,yes,semi-furnished
5757623,2198,3,1,4,no,no,no,no,yes,3,yes,furnished
7302723,8841,3,4,3,no,no,no,yes,no,3,no,semi-furnished
11426016,10883,1,1,2,no,yes,no,yes,yes,3,yes,furnished
8929290,12299,5,1,4,no,yes,yes,yes,yes,0,yes,unfurnished
10983723,9715,1,4,3,no,yes,yes,no,yes,1,no,furnished
13220002,16043,3,2,1,no,yes,no,yes,yes,0,yes,semi-furnished
10580591,5698,1,2,2,no,yes,yes,yes,no,3,yes,furnished
6499800,6258,1,4,1,no,yes,yes,yes,no,0,no,furnished
8610841,5513,1,2,2,yes,no,yes,yes,no,1,no,semi-furnished
12045573,6478,1,2,1,yes,no,yes,no,yes,2,no,unfurnished
13425941,5971,4,4,2,yes,no,yes,yes,yes,0,no,unfurnished
10013072,6729,2,4,1,yes,no,yes,yes,yes,3,yes,furnished
11360199,3160,3,2,1,no,yes,yes,yes,no,0,yes,furnished
8850748,11857,5,1,1,yes,yes,no,yes,yes,1,yes,unfurnished
13612431,4126,3,4,2,no,yes,yes,yes,no,1,no,semi-furnished
8867794,11280,2,1,3,yes,yes,yes,no,yes,1,no,furnished
7485561,16746,5,3,3,no,no,yes,no,no,1,yes,semi-furnished
5450931,15652,2,2,1,no,no,no,yes,no,3,no,unfurnished
13162525,3742,5,3,3,yes,yes,no,yes,no,1,yes,semi-furnished
8291055,2897,4,2,4,yes,yes,no,no,yes,0,yes,unfurnished
6694021,2991,1,2,3,yes,no,no,no,yes,1,no,furnished
12223079,15185,1,3,1,no,yes,yes,no,no,0,yes,unfurnished
4577208,2347,5,3,4,yes,yes,yes,no,yes,1,no,furnished
6600321,8484,2,2,2,yes,yes,yes,yes,no,0,no,unfurnished
12251145,8164,2,3,4,yes,yes,no,no,yes,1,no,semi-furnished
6701554,11193,3,4,4,no,yes,no,yes,yes,3,no,unfurnished
11291702,7983,3,1,4,no,no,no,yes,no,2,yes,semi-furnished
7181147,14274,4,3,2,no,yes,no,yes,no,1,yes,unfurnished
7516722,6214,5,4,3,no,no,yes,no,yes,1,yes,unfurnished
4580642,2670,5,4,2,no,yes,no,yes,no,0,no,unfurnished
8750789,6568,5,1,2,no,no,no,yes,no,1,yes,unfurnished
7336481,12687,5,4,2,no,yes,no,no,no,1,yes,semi-furnished
7704280,4828,5,2,4,yes,no,yes,no,no,3,yes,furnished
13311352,12059,1,2,3,yes,no,yes,yes,no,3,no,furnished
12821543,6853,5,3,2,yes,no,yes,no,yes,1,no,semi-furnished
13571937,5865,5,3,1,no,yes,yes,yes,yes,2,yes,semi-furnished
13387329,16091,1,3,2,no,no,yes,no,yes,2,yes,unfurnished
13546552,6912,5,4,3,no,no,yes,no,no,0,no,unfurnished
9697151,11267,2,4,3,yes,no,yes,yes,no,2,yes,unfurnished
6832652,2414,2,4,3,no,no,no,yes,yes,3,yes,furnished
4591357,6725,4,2,1,yes,yes,yes,yes,no,1,yes,unfurnished
11034278,10018,5,4,4,no,no,no,yes,no,3,yes,furnished
5766607,13335,1,1,1,yes,yes,no,yes,yes,3,no,furnished
6200088,10679,1,3,3,no,yes,no,yes,yes,0,yes,furnished
9839567,2884,3,3,3,yes,yes,no,no,yes,2,yes,unfurnished
11715203,13245,3,3,4,no,yes,yes,yes,yes,1,yes,unfurnished
12778129,12447,1,2,2,yes,no,yes,yes,no,2,yes,furnished
5674785,9888,4,4,1,no,no,yes,yes,no,1,no,unfurnished
6514978,10088,3,2,2,no,no,yes,yes,no,2,yes,semi-furnished
9765419,6327,4,2,4,yes,yes,no,no,no,3,yes,furnished
8605649,5791,5,1,4,yes,no,no,no,no,0,no,unfurnished
9313510,2757,2,3,1,no,yes,no,yes,no,0,no,furnished
6239485,7885,3,2,3,yes,no,yes,yes,no,0,yes,furnished
6405991,8264,2,1,4,yes,yes,no,no,no,0,no,unfurnished
7055801,7457,3,3,3,no,no,yes,yes,no,0,yes,furnished
8127993,14874,1,1,2,no,yes,yes,no,yes,2,no,unfurnished
4819870,5984,3,3,1,yes,no,no,no,yes,1,yes,furnished
5210777,8015,3,4,4,yes,no,yes,no,no,1,yes,unfurnished
10052154,8088,5,1,2,yes,yes,yes,no,no,3,no,unfurnished
9607353,14581,4,2,1,no,no,yes,no,yes,1,yes,semi-furnished
13451351,9545,3,1,2,no,yes,no,no,yes,2,yes,semi-furnished
9385950,7646,1,2,3,yes,no,no,no,yes,1,yes,furnished
11318758,6937,1,4,1,yes,yes,no,no,no,3,no,furnished
4032234,15148,4,2,1,yes,yes,yes,no,yes,1,yes,furnished
12535885,10793,2,1,4,no,yes,yes,yes,no,1,no,furnished
8844998,7166,4,3,3,yes,no,no,no,yes,0,yes,furnished
11299752,4008,5,2,2,no,no,yes,yes,no,3,no,semi-furnished
4372060,15115,3,3,2,yes,no,yes,no,yes,3,no,furnished
11305713,15461,1,1,1,yes,no,yes,yes,no,3,no,semi-furnished
10866869,15606,5,2,4,yes,yes,yes,yes,no,3,no,semi-furnished
11877879,7502,5,3,4,yes,yes,yes,yes,yes,1,yes,unfurnished
10629592,12239,2,2,2,no,yes,no,no,yes,2,yes,semi-furnished
12116310,5514,3,2,4,no,yes,no,no,no,2,no,semi-furnished
7042465,2207,3,1,3,yes,no,yes,yes,yes,3,no,unfurnished
8856402,2911,4,2,1,no,no,yes,yes,no,0,no,semi-furnished
5985495,6350,1,3,3,yes,no,yes,yes,yes,2,yes,unfurnished
11025355,3819,4,4,1,no,yes,no,yes,yes,0,no,semi-furnished
7004274,15292,2,3,2,no,yes,yes,yes,no,3,yes,unfurnished
9074813,9473,5,2,1,no,yes,yes,yes,yes,3,no,furnished
7558032,13001,1,1,2,no,no,yes,no,yes,1,no,unfurnished
4556854,6827,3,3,4,yes,yes,yes,yes,no,1,yes,furnished
8191313,4321,1,3,2,yes,yes,no,no,yes,3,yes,furnished
12004230,6275,1,1,1,yes,no,no,no,yes,1,no,furnished
12201409,5716,1,3,4,no,no,yes,yes,no,1,yes,semi-furnished
13896473,11600,1,4,2,yes,no,yes,yes,no,2,no,furnished
10538496,13783,5,4,3,yes,yes,no,yes,no,2,no,unfurnished
9788214,3144,3,3,1,no,yes,yes,no,no,3,no,unfurnished
7490801,9096,4,4,4,no,yes,yes,no,no,3,yes,furnished
9184391,14067,4,4,1,no,no,yes,no,no,3,no,furnished
10727630,6733,1,4,1,yes,yes,no,no,yes,2,no,semi-furnished
13935238,3604,2,3,4,no,no,no,yes,no,3,yes,semi-furnished
12399697,2736,2,3,4,yes,no,yes,no,no,3,no,unfurnished
7195280,10758,4,1,1,yes,no,yes,yes,no,2,no,semi-furnished
10893645,14762,4,4,4,no,no,no,no,no,2,no,furnished
5496153,2094,5,3,3,no,yes,no,no,yes,2,yes,unfurnished
5970785,3368,4,3,4,yes,yes,yes,no,no,2,yes,unfurnished
8320719,9490,1,4,1,no,no,yes,no,yes,1,no,unfurnished
4135286,3813,4,1,1,yes,no,yes,no,no,3,no,semi-furnished
13164322,5398,5,4,1,no,no,yes,yes,no,1,no,unfurnished
13901028,7387,4,2,4,no,yes,yes,no,yes,1,yes,unfurnished
9293950,12154,1,3,1,yes,yes,yes,no,yes,0,yes,unfurnished
10505478,16176,1,4,4,yes,yes,yes,no,yes,3,yes,semi-furnished
5142513,5261,1,1,1,no,no,yes,no,yes,1,yes,furnished
7526583,2291,3,3,4,no,yes,no,no,no,1,yes,semi-furnished
8351565,5434,4,3,4,yes,no,no,no,yes,3,no,furnished
5239517,11539,1,4,1,yes,no,no,yes,no,2,yes,unfurnished
10590549,4260,4,1,3,yes,yes,yes,yes,no,3,no,unfurnished
9964019,8821,4,1,3,no,no,no,yes,no,1,yes,furnished
12943894,11558,4,1,2,yes,yes,no,yes,yes,3,no,furnished
11563819,13733,4,4,4,yes,no,yes,no,yes,3,no,furnished
12784556,11780,1,1,4,no,no,no,no,no,1,yes,furnished
5914619,12793,5,4,1,yes,yes,yes,yes,no,0,yes,semi-furnished
6809501,11312,5,2,3,no,no,no,yes,yes,1,yes,semi-furnished
13410744,13556,5,1,3,no,no,no,no,yes,3,no,unfurnished
12825488,6465,1,4,4,yes,no,no,no,yes,1,no,unfurnished
11724807,7443,4,2,4,yes,yes,yes,yes,no,0,no,unfurnished
12011556,6302,1,4,2,no,yes,yes,no,yes,0,yes,semi-furnished
9212993,8591,5,2,2,yes,yes,no,no,no,1,yes,unfurnished
10135656,2659,5,4,2,no,yes,no,yes,yes,0,no,unfurnished
13521080,7889,3,2,2,yes,no,yes,no,yes,3,no,semi-furnished
13105598,2263,1,2,2,no,no,no,yes,yes,1,no,furnished
8845035,9714,1,2,1,no,yes,yes,no,yes,0,yes,furnished
11496852,7182,2,4,1,no,no,yes,yes,yes,1,no,unfurnished
13113105,10770,2,2,2,no,yes,no,yes,yes,1,yes,unfurnished
13987197,3407,2,4,1,yes,no,no,no,no,1,yes,furnished
12255836,6143,2,2,2,no,no,no,no,no,0,no,semi-furnished
9580422,16105,5,3,2,no,no,yes,no,yes,1,yes,semi-furnished
10133188,15548,3,4,3,no,no,yes,yes,no,3,no,furnished
9246555,4875,4,3,1,no,no,no,yes,yes,0,yes,unfurnished
12235994,11610,1,1,4,no,no,yes,no,no,0,yes,furnished
5451882,10056,1,2,3,yes,no,no,yes,no,1,yes,furnished
8291617,7434,2,2,3,yes,no,yes,no,yes,0,yes,unfurnished
5875570,12694,4,1,2,yes,yes,yes,yes,yes,3,yes,unfurnished
8723506,14427,4,1,1,no,yes,yes,no,no,2,no,furnished
5298204,4177,1,3,2,yes,yes,no,yes,yes,1,yes,semi-furnished
8690293,6168,1,2,1,no,no,yes,no,yes,0,no,furnished
8427357,15920,5,1,2,yes,yes,yes,yes,yes,3,yes,furnished
9152135,11318,4,4,4,no,yes,yes,no,no,3,yes,semi-furnished
11772523,4616,3,3,4,yes,no,no,no,no,3,yes,furnished
6495468,11857,4,3,1,no,yes,yes,yes,yes,1,no,unfurnished
9645131,14068,3,1,2,yes,yes,yes,yes,yes,1,yes,furnished
9848792,15098,5,3,4,yes,no,no,no,yes,2,no,unfurnished
7705120,14858,3,4,3,yes,yes,yes,no,yes,3,no,furnished
7579808,3323,1,2,1,yes,yes,yes,no,yes,0,no,unfurnished
9263319,15817,1,1,3,yes,no,no,no,yes,2,no,semi-furnished
11435382,7709,4,2,3,no,no,yes,no,no,2,no,furnished
8096399,8069,1,2,3,yes,yes,no,no,no,1,no,unfurnished
5956627,11575,3,1,4,no,no,yes,no,no,0,yes,furnished
10206540,5001,5,2,1,yes,no,yes,yes,yes,1,no,semi-furnished
11956264,16197,5,3,3,yes,yes,no,no,no,1,no,semi-furnished
9468765,5244,3,3,1,yes,yes,no,no,yes,2,no,furnished
12497133,10408,2,3,1,no,no,no,no,yes,2,yes,furnished
4466575,13623,4,3,3,yes,no,no,no,yes,1,yes,unfurnished
6331911,8956,2,4,4,yes,no,yes,no,no,3,no,furnished
9195936,9445,1,2,2,yes,yes,yes,no,no,2,no,semi-furnished
6510196,13982,4,2,4,no,yes,yes,no,yes,1,yes,unfurnished
13998513,15413,3,2,3,yes,yes,no,no,no,1,no,semi-furnished
12715445,2537,3,3,3,yes,yes,yes,yes,yes,0,yes,semi-furnished
9492991,16759,1,2,1,no,no,yes,no,no,0,no,unfurnished
9805429,12521,3,2,3,no,no,yes,yes,yes,1,yes,furnished
7185008,12789,3,2,3,no,yes,yes,no,no,0,yes,semi-furnished
10036912,4812,1,2,1,no,yes,yes,yes,no,3,yes,unfurnished
6851850,11373,1,2,1,yes,yes,yes,yes,yes,1,no,semi-furnished
6727743,7088,1,4,2,no,no,yes,yes,yes,1,yes,furnished
6001765,7351,4,1,2,yes,yes,yes,no,no,2,no,furnished
6972331,14551,5,2,3,no,no,no,yes,no,0,yes,unfurnished
8141667,7258,4,1,1,yes,no,yes,no,yes,3,yes,semi-furnished
12952579,8270,2,2,1,yes,yes,no,yes,yes,0,no,unfurnished
8892169,6167,4,1,3,no,no,no,no,no,1,yes,furnished
9168181,11830,4,3,2,yes,no,no,no,no,2,no,unfurnished
9602137,14654,2,4,1,yes,no,yes,no,no,3,no,semi-furnished
10442388,11253,1,2,3,no,yes,no,no,yes,1,yes,semi-furnished
13777572,3735,4,4,1,yes,yes,no,no,yes,0,no,unfurnished
10754102,9976,4,2,4,yes,no,no,no,no,0,no,furnished
10406984,5021,2,3,3,no,yes,yes,yes,no,2,yes,semi-furnished
8970288,5784,5,2,4,yes,yes,no,no,yes,1,no,furnished
9644683,12632,2,2,4,yes,yes,yes,no,yes,1,yes,furnished
11614234,8891,1,3,1,yes,no,no,no,no,2,yes,furnished
10081610,14193,2,3,4,yes,yes,no,yes,yes,1,yes,furnished
11903961,8837,2,3,1,no,no,yes,no,no,0,yes,furnished
11872020,16475,5,4,2,yes,no,no,yes,yes,1,no,semi-furnished
9243203,13108,3,4,1,yes,yes,yes,yes,yes,2,yes,unfurnished
9762328,15665,4,4,1,yes,yes,no,no,no,1,yes,furnished
11402716,5325,1,4,2,yes,yes,yes,yes,no,1,yes,semi-furnished
8208759,3798,1,1,3,no,no,yes,no,no,2,no,unfurnished
8466991,9038,2,3,1,no,no,no,no,no,0,yes,semi-furnished
10240994,16391,1,3,1,yes,yes,no,yes,yes,2,yes,unfurnished
12757378,15718,5,2,4,yes,no,no,no,no,1,no,furnished
5983015,8504,2,2,2,no,yes,no,yes,no,2,no,unfurnished
12384550,14712,3,4,4,yes,no,yes,no,no,2,yes,semi-furnished
11194388,8721,4,1,3,no,yes,no,yes,yes,3,no,semi-furnished
12979184,12439,4,4,1,yes,no,yes,no,no,2,yes,unfurnished
5117866,6847,2,1,3,no,yes,yes,no,no,1,no,unfurnished
12484595,8512,4,3,1,no,yes,no,no,yes,0,no,semi-furnished
10124707,4531,3,1,4,yes,yes,yes,no,yes,0,yes,semi-furnished
12359745,14721,4,2,3,yes,no,no,no,yes,3,yes,unfurnished
5699019,4517,4,4,3,no,no,no,yes,no,1,no,unfurnished
11945745,15929,4,2,4,yes,yes,yes,yes,yes,3,no,furnished
13567882,5832,1,3,4,no,no,no,yes,no,0,yes,unfurnished
10853630,14440,1,2,4,yes,yes,yes,no,yes,2,no,furnished
4931193,9126,5,1,3,no,no,yes,no,no,1,yes,semi-furnished
8875140,12360,3,3,2,yes,no,no,yes,yes,2,yes,unfurnished
7331280,10041,1,3,2,yes,yes,no,yes,yes,3,no,furnished
4117671,9679,5,3,4,no,yes,yes,yes,yes,0,yes,unfurnished
13952441,2845,5,3,3,no,yes,no,no,yes,0,no,furnished
9867983,16666,2,1,2,yes,yes,no,no,no,1,no,unfurnished
11473504,16032,4,4,4,no,yes,no,yes,no,1,no,furnished
6753929,11402,4,2,3,no,no,no,no,yes,1,yes,unfurnished
10650973,6817,2,1,4,yes,no,yes,yes,no,1,yes,unfurnished
11006709,14182,1,4,1,yes,no,no,yes,no,2,yes,semi-furnished
7329657,11889,1,4,1,yes,no,yes,no,yes,3,no,semi-furnished
12412201,13070,2,3,3,no,yes,no,yes,yes,2,no,semi-furnished
12405887,11875,5,2,2,yes,yes,yes,no,yes,3,yes,unfurnished
9740991,12886,3,1,2,no,no,yes,no,yes,2,yes,semi-furnished
9004992,12891,4,2,2,yes,yes,no,no,yes,3,no,unfurnished
11381850,11423,2,4,4,yes,no,no,no,yes,3,yes,semi-furnished
12200809,14940,3,2,2,no,no,yes,yes,no,3,yes,semi-furnished
9951025,2326,2,1,4,yes,no,no,yes,no,0,yes,unfurnished
5379814,5848,5,2,4,yes,yes,no,no,yes,0,yes,furnished
5923110,6407,1,1,2,yes,no,no,yes,no,1,no,semi-furnished
12778424,16031,2,3,4,yes,no,no,yes,no,3,yes,semi-furnished
6466867,16204,5,4,4,no,yes,no,yes,no,0,no,furnished
5809571,14920,1,3,2,no,no,no,no,no,2,no,semi-furnished
13613982,14505,3,1,4,no,no,yes,yes,no,2,yes,unfurnished
12180954,16372,4,2,4,no,no,no,yes,yes,3,no,semi-furnished
10822531,11808,2,1,3,no,yes,no,yes,no,0,yes,furnished
11026362,11010,2,1,3,no,yes,yes,yes,no,2,no,unfurnished
10357723,8546,1,1,1,no,no,no,yes,no,2,no,furnished
11324204,14530,1,3,3,no,no,yes,no,yes,2,no,furnished
12807780,6102,3,4,3,yes,yes,yes,no,yes,3,no,semi-furnished
5298306,16204,2,2,1,no,yes,yes,yes,no,3,yes,semi-furnished
9853792,10843,2,3,3,no,yes,yes,yes,yes,0,no,unfurnished
6594021,12462,3,4,4,no,yes,no,no,no,0,no,furnished
12578674,4978,3,2,2,yes,no,yes,no,no,0,no,semi-furnished
7067510,13947,4,4,2,yes,no,yes,no,yes,0,no,furnished
12221459,5585,5,4,4,yes,yes,yes,no,yes,1,no,semi-furnished
7506023,8347,3,4,4,yes,no,no,no,yes,2,no,furnished
13395838,8200,3,3,3,yes,yes,yes,no,yes,2,yes,unfurnished
11140637,3323,5,4,4,no,yes,yes,yes,no,0,no,furnished
12382283,16370,3,2,3,yes,no,no,yes,no,1,no,semi-furnished
7625376,2272,4,3,1,yes,no,no,no,no,1,yes,semi-furnished
13889054,2705,2,3,1,no,no,yes,yes,yes,2,no,semi-furnished
8978965,3658,4,4,2,no,yes,yes,yes,no,2,yes,semi-furnished
12051142,15692,3,2,4,yes,no,yes,no,yes,1,no,furnished
7255355,6526,5,2,3,no,no,yes,yes,yes,3,no,furnished
6269781,8456,4,3,4,no,no,yes,yes,yes,0,no,semi-furnished
12821169,4026,4,4,2,yes,yes,yes,no,no,1,no,furnished
11354793,12443,3,1,2,yes,no,yes,yes,no,2,yes,semi-furnished
12952743,12334,2,3,4,no,no,yes,no,no,1,no,furnished
9145547,2259,3,1,3,no,yes,yes,yes,no,2,yes,semi-furnished
8017545,11571,1,4,1,no,yes,yes,yes,no,2,no,furnished
6343169,12465,5,1,2,no,no,yes,no,yes,1,yes,unfurnished
6136943,9846,2,1,2,no,yes,yes,no,yes,3,yes,furnished
5944180,11707,5,3,3,yes,no,no,yes,no,1,no,unfurnished
13982041,14892,2,3,3,yes,yes,no,yes,yes,0,no,furnished
13331136,10806,1,4,1,yes,no,yes,yes,no,1,no,semi-furnished
6813268,4325,3,4,3,no,yes,no,no,yes,0,yes,unfurnished
12064960,13688,4,1,4,no,yes,no,no,no,2,yes,semi-furnished
7478443,8169,5,3,4,yes,no,no,no,yes,2,yes,furnished
5959384,2491,1,3,3,no,yes,yes,no,no,3,yes,furnished
13174067,14630,5,3,2,yes,yes,no,no,no,3,no,unfurnished
13347420,4314,5,2,3,no,yes,no,yes,yes,0,yes,semi-furnished
6409201,6530,3,2,1,yes,yes,no,yes,yes,2,yes,unfurnished
12666869,4992,3,2,3,no,no,yes,yes,no,0,no,semi-furnished
9962658,15202,2,1,3,yes,yes,yes,no,no,3,no,furnished
